work_id,sanctioned_work_description,original_work_category,ai_work_category,effective_work_category,old_peer_median,new_peer_median,old_ratio,new_ratio,old_level,new_level,financial_explanation
WS/MP18244/2025-2026/241938,Construction of Paver Block Road from PWD Road to Singhania TG under Madarihat Birpara Block in the distict of Alipurduar,Normal/Others,Roads,Roads,350000.0,349818.0,15.33029905628841,15.338274936467144,HIGH,CRITICAL,Sanction amount is 15.3x the peer median for 'Roads' in WEST BENGAL (1023 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 99.6th percentile within comparable work-category/state projects
WS/MP18228/2024-2025/140103,GRAM PANCHAYAT LAHANGPUR (ATAHANU) BLOCK JALALPUR ME PREM PRAKASH K GHAR SE BAHADUR RAJBHAR K GHAR HOTE HUYE VARANASI BORDER TAK SOLING K UPPER C C ROAD 780 METTERS,Normal/Others,Roads,Roads,231884.0,866673.0,15.72428143260668,4.207147093370748,HIGH,CRITICAL,Sanction amount is 4.2x the peer median for 'Roads' in UTTAR PRADESH (2286 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 99.5th percentile within comparable work-category/state projects
WS/MP672/2026-2027/291742,"Construction of community hall at Santaji Nagar, Dandekar Layout infront of Ganesh Mandir nagpur.",Normal/Others,Community Buildings,Community Buildings,995698.0,1000000.0,5.021597892535796,4.999995000005,HIGH,CRITICAL,Sanction amount is 5.0x the peer median for 'Community Buildings' in MAHARASHTRA (343 comparable works) | Description-based classification: Community Buildings (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP18355/2025-2026/158366,Construction of CC Road at Ward no 49(new ward no 67) Kirloskar Foundry 2nd 3rd 4th 7th Cross,Normal/Others,Roads,Roads,500000.0,500000.0,5.849176301647397,5.849176301647397,HIGH,CRITICAL,Sanction amount is 5.8x the peer median for 'Roads' in KARNATAKA (553 comparable works) | Description-based classification: Roads (98% confidence) | Sanction amount is at the 99.6th percentile within comparable work-category/state projects | Single vendor payment captures 90.4% of total project disbursals
WS/MP18156/2025-2026/185310,PL BM Jinda Road Jinda Pind Toor enclave New Ward no 85 Old Ward No 1  Jalandhar,Normal/Others,Roads,Roads,240862.0,400000.0,11.772434952649432,7.088842277894305,HIGH,CRITICAL,Sanction amount is 7.1x the peer median for 'Roads' in PUNJAB (94 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 98.9th percentile within comparable work-category/state projects | Single vendor payment captures 84.3% of total project disbursals
WS/MP526/2025-2026/165993,"Providing of CC road from Urban Helath Centre to Niranjan Nagar Colony, Main road in Prakash Nagar",Normal/Others,Roads,Roads,497329.0,497626.0,5.61820722658999,5.614854097546958,HIGH,CRITICAL,Sanction amount is 5.6x the peer median for 'Roads' in ANDHRA PRADESH (784 comparable works) | Description-based classification: Roads (98% confidence) | Sanction amount is at the 99.4th percentile within comparable work-category/state projects
WS/MP18203/2025-2026/204862,district badaun mein diffrent place par  7 semi high mast l.e.d light work amount-1187200.00 and 6 highmast light work amount-4056000.00,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,22.611208141966923,31.58211760170584,HIGH,CRITICAL,Sanction amount is 31.6x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.5th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
WS/MP18208/2024-2025/150098,"Construction work of pitch road from Rajman's house to Bhagwandin's house in Purva Saraiya of Gram Panchayat Siktihwa, block Dubaulia 500 metre",Normal/Others,Roads,Roads,231884.0,866673.0,15.413252258662698,4.123928951370411,HIGH,CRITICAL,Sanction amount is 4.1x the peer median for 'Roads' in UTTAR PRADESH (2286 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects
WS/MP18198/2025-2026/254284,Roads in allahabad loksabha,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,42.69357655734524,41.078667723370444,HIGH,CRITICAL,Sanction amount is 41.1x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18217/2024-2025/136140,from anwara majra nagla chhainkur hanuman tample to railway underpass interlocking road and drainage system  developement lenght 400 meters by 7 meter,Normal/Others,Drainage / Sewerage,Drainage / Sewerage,231884.0,1000000.0,41.01873773637794,9.511620488379512,HIGH,CRITICAL,Sanction amount is 9.5x the peer median for 'Drainage / Sewerage' in UTTAR PRADESH (115 comparable works) | Description-based classification: Drainage / Sewerage (92% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP18244/2026-2027/270244,Contruction of CC Road near the house of Goutam barman via pangkeshwar barman to toword Badal barman  in Volka-Barobisha No. 1G.P. at Kumargam P.S. with in Alipurduar District,Normal/Others,Roads,Roads,350000.0,349818.0,14.639955314413388,14.647572030106998,HIGH,CRITICAL,Sanction amount is 14.6x the peer median for 'Roads' in WEST BENGAL (1023 comparable works) | Description-based classification: Roads (98% confidence) | Sanction amount is at the 99.5th percentile within comparable work-category/state projects
WS/MP492/2025-2026/194809,Installation of 165 LED Highmast Lights for rural and urban areas as per enclosed list,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,172.9089850572482,166.3686042796503,HIGH,CRITICAL,Sanction amount is 166.4x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP492/2024-2025/134984,Installation of 156 LED Highmast Lights for Rural and Urban areas as per enclosed List,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,163.4775858723074,157.2939531371239,HIGH,CRITICAL,Sanction amount is 157.3x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP18201/2024-2025/141045,supply and installation of led semi high mast light at 274 different places in district budaun,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,200.40278586368242,279.91181679095035,HIGH,CRITICAL,Sanction amount is 279.9x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP791/2025-2026/252126,Uska brijmanganj marg se gangadhar pur hote hua baghi gav 1400 meetar pic road kary,Normal/Others,Roads,Roads,231884.0,866673.0,49.59354852620911,13.269118492074298,HIGH,CRITICAL,Sanction amount is 13.3x the peer median for 'Roads' in UTTAR PRADESH (2286 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP507/2024-2025/170558,Supply and installation of led semi high mast light at different place in district sitapur,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,122.08905276322315,170.52741269019023,HIGH,CRITICAL,Sanction amount is 170.5x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.9th percentile within comparable work-category/state projects
WS/MP507/2025-2026/180315,Supply and installation of led semi high mast light at 79 diffrent places in district sitapur.,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,87.56080384673437,122.30021443457939,HIGH,CRITICAL,Sanction amount is 122.3x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.9th percentile within comparable work-category/state projects
WS/MP18203/2025-2026/231653,budaun mein 20 sthano par sheetal jal pyau ka adhisthapan (3.03 per pyau),Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,26.133643832071932,25.145123879154028,HIGH,CRITICAL,Sanction amount is 25.1x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.4th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
WS/MP18210/2024-2025/154376,Supply and installation of LED semi high mast lights at 54 different places in district Chandauli (as per list enclosed).,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,56.821269163594025,79.36488814465902,HIGH,CRITICAL,Sanction amount is 79.4x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.8th percentile within comparable work-category/state projects
WS/MP18201/2025-2026/194865,supply and installation of led semi high mast light as per list enclosed,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,90.69323155874679,126.6754207375104,HIGH,CRITICAL,Sanction amount is 126.7x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.9th percentile within comparable work-category/state projects
WS/MP18210/2025-2026/258729,Construction of interlocking in various villages as per the letter attached,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,21.89447355370119,21.06630262944967,HIGH,CRITICAL,Sanction amount is 21.1x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects
WS/MP18181/2025-2026/266346,Construction of Extension of office building at Subbammal Street in Pollachi Municipality,Normal/Others,Public Buildings,Public Buildings,599049.0,1347131.0,10.015858442534013,4.4539065214099285,HIGH,CRITICAL,Sanction amount is 4.5x the peer median for 'Public Buildings' in TAMIL NADU (37 comparable works) | Description-based classification: Public Buildings (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP18235/2024-2025/153242,"CONSTRUCTION OF  760MTR. BOUNDARY WALL IN SHAHEED-E-AZAM SPORTS STADIUM BAMANPURI,RAMPUR (I.A. RED RAMPUR)",Normal/Others,Boundary Walls,Boundary Walls,231884.0,700000.0,13.235194169523686,4.384340879513029,HIGH,CRITICAL,Sanction amount is 4.4x the peer median for 'Boundary Walls' in UTTAR PRADESH (69 comparable works) | Description-based classification: Boundary Walls (98% confidence) | Sanction amount is at the 98.6th percentile within comparable work-category/state projects
WS/MP18012/2026-2027/277368,Construction of Multipurpose Community Hall at Bhaggeswaram Village in Palacole Mandal,Normal/Others,Community Buildings,Community Buildings,497329.0,1000000.0,24.128848048579414,11.999988000012,HIGH,CRITICAL,Sanction amount is 12.0x the peer median for 'Community Buildings' in ANDHRA PRADESH (210 comparable works) | Description-based classification: Community Buildings (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects
WS/MP18242/2024-2025/145618,As per list attached of 44 places of installation of high mast led light - 6 LED for different blocks and villages.,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,42.487586519179764,59.34437229697985,HIGH,CRITICAL,Sanction amount is 59.3x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP507/2025-2026/196288,SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST LIGHT AT 1 to 158 DIFFERENT PLACES,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,204.7223753153503,285.94518666650606,HIGH,CRITICAL,Sanction amount is 285.9x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
WS/MP18193/2024-2025/156313,"Construction of Additional Floor to the existing Community Hall at Ward No.1, Harithavanam Colony, Nizampet Municipal Corporation, Medchal_malkajgiri Dist.",Normal/Others,Community Buildings,Community Buildings,249886.0,400000.0,12.005426452756646,7.499981250046875,HIGH,CRITICAL,Sanction amount is 7.5x the peer median for 'Community Buildings' in TELANGANA (570 comparable works) | Description-based classification: Community Buildings (98% confidence) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects
WS/MP18250/2024-2025/142043,Installation of street solar light and 7nos. of Eletric based water tank under Falti Beliaghata G.P & Barasat II Panchayat Samity. (Sl No.-8 to 15),Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,350000.0,289744.0,12.164199530858482,14.693892905830989,HIGH,CRITICAL,Sanction amount is 14.7x the peer median for 'Street Lighting / Electrification' in WEST BENGAL (1893 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.2th percentile within comparable work-category/state projects
WS/MP18242/2025-2026/156951,High Mast Light 12.5 Mtr pole at different locations of 17by Samaj Kalyan Nigam (UP Sidko) Sultanpur Prayagraj,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,43.54744808849214,60.824729848570634,HIGH,CRITICAL,Sanction amount is 60.8x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18242/2024-2025/156952,High Mast Light 9.5 Mtr pole at different locations of 45by Agency Kshetriya PRabandhak Laghu Udyog Nigam Prayagraj,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,43.4480884921405,60.68594971629582,HIGH,CRITICAL,Sanction amount is 60.7x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18242/2024-2025/156949,High Mast Light 9.5 Mtr pole at different locations of 44 by Agency Kshetriya PRabandhak Laghu Udyog Nigam Prayagraj,Normal/Others,Street Lighting / Electrification,Street Lighting / Electrification,231884.0,166017.0,42.48257541453738,59.337373055933696,HIGH,CRITICAL,Sanction amount is 59.3x the peer median for 'Street Lighting / Electrification' in UTTAR PRADESH (5914 comparable works) | Description-based classification: Street Lighting / Electrification (98% confidence) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18207/2024-2025/156029,Supply and Installation of 57 Highmast light in many areas of loksabha barabanki,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,51.55123013562758,49.60127551337961,HIGH,CRITICAL,Sanction amount is 49.6x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.8th percentile within comparable work-category/state projects
WS/MP492/2024-2025/134981,15 Yatri Tin/Bus shades List for rural and Urban Areas as per enclosed List,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,42.69357655734524,41.078667723370444,HIGH,CRITICAL,Sanction amount is 41.1x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18357/2025-2026/225305,CC road construction,Normal/Others,Roads,Roads,239800.5,500000.0,12.502624045304136,5.996284007431985,HIGH,CRITICAL,Sanction amount is 6.0x the peer median for 'Roads' in MADHYA PRADESH (639 comparable works) | Description-based classification: Roads (98% confidence) | Sanction amount is at the 100.0th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
WS/MP18185/2026-2027/246647,Providing of BT Road at Soorankudi Village Cross road in Soorankudi Panchayat at Kalakadu Panchayat Union.,Normal/Others,Roads,Roads,599049.0,500000.0,5.458642851181037,6.53998692002616,HIGH,CRITICAL,Sanction amount is 6.5x the peer median for 'Roads' in TAMIL NADU (456 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 99.8th percentile within comparable work-category/state projects
WS/MP18207/2025-2026/195449,Supply and installation of 47 Highmast light in many areas of barabanki constituency,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,42.54781464950299,40.93841934265833,HIGH,CRITICAL,Sanction amount is 40.9x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.7th percentile within comparable work-category/state projects
WS/MP18249/2026-2027/226809,"Development of Bituminious Road at Old Calcutta Road starting from 14 no. Railway to Boro Pole , wARD nO. 9,10 11 12 LENGTH - 1150 mtrs, WIDTH 7 mtrs under Barrackpore Municipality.",Normal/Others,Roads,Roads,350000.0,349818.0,14.285673469504372,14.293105863317887,HIGH,CRITICAL,Sanction amount is 14.3x the peer median for 'Roads' in WEST BENGAL (1023 comparable works) | Description-based classification: Roads (92% confidence) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects
WS/MP755/2025-2026/261328,Providing Passenger Steel Bus Stand.,Normal/Others,Other / Unclassified,Other / Unclassified,599049.0,699258.0,8.068368249728737,6.9121112491937895,HIGH,CRITICAL,Sanction amount is 6.9x the peer median for 'Other / Unclassified' in TAMIL NADU (1577 comparable works) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
WS/MP825/2025-2026/266013,Making Cement Concrete road from South Sankrail Panchayet office to Purbo Para Main Road with guard wall 1.25 km. by 4.25mtr. of South Sankrail G.P under A.C 174 in MPLAD,Normal/Others,Roads,Roads,350000.0,349818.0,14.285673469504372,14.293105863317887,HIGH,CRITICAL,Sanction amount is 14.3x the peer median for 'Roads' in WEST BENGAL (1023 comparable works) | Description-based classification: Roads (98% confidence) | Sanction amount is at the 99.3th percentile within comparable work-category/state projects
WS/MP18001/2025-2026/231995,CONSTRUCTION OF BURIAL GROUND SHELTER BUILDING,Normal/Others,Other / Unclassified,Other / Unclassified,497329.0,497826.0,12.064424024289707,12.052379641923801,HIGH,CRITICAL,Sanction amount is 12.1x the peer median for 'Other / Unclassified' in ANDHRA PRADESH (983 comparable works) | Sanction amount is at the 99.8th percentile within comparable work-category/state projects
WS/MP18198/2025-2026/235614,Allahabad loksabha Kshetra Handpump installation,Normal/Others,Other / Unclassified,Other / Unclassified,231884.0,241000.0,37.51429372318175,36.09529421039747,HIGH,CRITICAL,Sanction amount is 36.1x the peer median for 'Other / Unclassified' in UTTAR PRADESH (5899 comparable works) | Sanction amount is at the 99.6th percentile within comparable work-category/state projects | Single vendor payment captures 100.0% of total project disbursals
